Image_ID,Area,Circularity,Aspect_Ratio,Solidity,Roundness,Hollowness,Reverse_Aspect_Ratio,Rectangularity,Feret_Major_Axis_Ratio,Feret_Minor_Axis_Ratio,Convex_Area_Feret_Ratio,Compactness,Area_Length_Ratio,Log_Height_Width_Ratio,Elongation,Perimeter_Broadness_Ratio,Length_Perimeter_Ratio,Modified_Circularity,Grum_Circularity,Area_Compactness,Equivalent_Perimeter_Ratio
11,18550.0,0.21862406899501596,1.3850404066499926,0.7117915659414451,0.623401757068945,0.28820843405855495,0.7220005966603583,0.4781420765027322,1.0986215110422761,1.5216351844084235,0.5699134009797061,0.4337333481556489,0.48961859506069155,0.32572931369026403,0.16143978340007123,0.23630585277574112,0.18850162690413572,0.3360352980669282,0.04339070769070029,0.5165017834770221,2.1387056338666834
12,38674.0,0.08416743243517565,1.29275854412039,0.7680575139515023,0.672524410790805,0.2319424860484976,0.7735396563790753,0.619140625,1.171884411236503,1.5149635853474817,0.5007657729334076,0.6098088749036128,0.5281994370750493,0.25677834153198525,0.1276883450597742,0.821138809724402,0.1126077135730116,0.20302115242514082,0.024855344998789046,0.48970946528251735,3.4468942574291166
13,13881.0,0.18384045899090246,1.5781569387088188,0.6915603826225588,0.5029832209553652,0.3084396173774412,0.6336505422699961,0.4637821583695289,1.0983039089479179,1.7332959347171752,0.4735525881187184,0.33711613694553594,0.39504209795807677,0.4562576716665407,0.22425203447792003,0.20166136934004317,0.19243936993181995,0.2768692774677235,0.02886178685471443,0.41697348465221523,2.332273362825163
14,8392.0,0.5341437049552044,1.9702973452912984,0.8808649102550645,0.48393770854880125,0.11913508974493545,0.5075376071484049,0.6357575757575757,1.0132651740773229,1.9964336825606745,0.42026556089814293,0.27868866057930847,0.38008378749299815,0.6781844680561907,0.3266667382070265,0.05763306341931697,0.3344140016069794,0.5017653564861229,0.05912673706515727,0.4713496960350032,1.3682672836645142
15,32998.0,0.05402145657032815,1.7442274274735148,0.664612286002014,0.4161351969804034,0.3353877139979859,0.5733197312740826,0.503509521484375,1.1371692057760376,0.029561091589411833,1.4767812124788235,0.8998208983637709,0.3268318194334442,0.5563117226461278,0.271197430658541,0.9891638406289679,0.11468748974136637,0.25982471897716103,0.0811736580289569,1.249667981530151,4.302460135878543
16,24464.0,0.04993468715632723,1.2559379527805143,0.572538556951953,0.5048594107536686,0.427461443048047,0.7962176776218167,0.4375447131206181,1.0959486107989413,1.376443454599471,0.5766007691788678,0.4493385883638089,0.3965156539798493,0.22788266617329778,0.11345079436473986,0.787704081988419,0.10010737325272517,0.14487591911658107,0.015223912809030396,0.4203296973537686,4.47505969884708
17,16336.0,0.12851674395621024,2.0923493120045675,0.669645419143267,0.3968929904124597,0.3303545808567329,0.4779316695652284,0.4734523533503362,1.0206603653889734,2.135578013311949,0.4468439755284463,0.34957733835668603,0.3117190257352669,0.7382875074094652,0.35324253562301117,0.2953664595367471,0.18113120229700744,0.22127651400968443,0.02107590622598807,0.38098767635259584,2.789460031448191
18,13012.0,0.1741971162906461,1.2027370052882662,0.7241360120207023,0.6828070638969156,0.2758639879792977,0.8314369605351295,0.4788048277892258,1.1244194756383918,1.352380912817122,0.585748280470711,0.3714562035883569,0.5362754139394417,0.18459979737216492,0.09203867951622965,0.18579179715769267,0.1607761428039295,0.3067193139279708,0.041411639021646754,0.5400590982199673,2.3959597573723492
19,22242.0,0.22209127109632146,1.141775073876387,0.6884576098059244,0.6217961286446876,0.3115423901940756,0.8758292442003895,0.506940170940171,1.1540538462032859,1.3176699155060851,0.5326090540406871,0.45154371044658076,0.4883575374451811,0.13258413375831035,0.0661951273995308,0.31093777513443105,0.19023563187975628,0.3220057886372174,0.03758370200091353,0.4668698927429109,2.1219456458284562
20,14382.0,0.25769641796639586,1.5097168609743703,0.7447183098591549,0.5725998973900983,0.25528169014084506,0.6623758572548502,0.5806686046511628,1.1231966288622042,1.6957088887828418,0.47867145866898003,0.3580093992539099,0.4497189077717506,0.4119221239562719,0.20309735687733246,0.16591266944660538,0.21353972804084576,0.3419983671342992,0.03880643293268466,0.4538785755950207,1.969907388472541
21,21988.0,0.09515700877901921,1.081060572847329,0.6525790942007479,0.7193028651173942,0.3474209057992521,0.9250175476903858,0.40513699261142744,1.2069571210780894,1.3047937567148424,0.5942714028713535,0.46171274496078085,0.5649391491897239,0.07794257117355628,0.03895156820756111,0.4544556264629465,0.11577495558924282,0.21676264638015483,0.026757932911919954,0.49377387402795087,3.241750669005786
22,14702.0,0.13539420641268424,1.9699216038093523,0.7536781668119137,0.4164193981655732,0.24632183318808631,0.5076344145199696,0.5292868200309608,1.122503396236401,2.2112436905954564,0.34439716812909377,0.3088737256677348,0.327055030522312,0.677993746937421,0.3265815510299289,0.256082359810948,0.18150336945810241,0.21153286568950566,0.017477265608139697,0.33048794665871656,2.717690269805287
23,8248.0,0.266580397506054,1.7242191108544311,0.774241997559373,0.5236484576267619,0.22575800244062705,0.5799726923943287,0.5100488528847937,1.1118727052079906,1.9171121671570326,0.4296777316177953,0.26191122776116826,0.4112725368859654,0.5447742586288115,0.2658446627765141,0.08660584091145256,0.22711421560617,0.33603069552010584,0.0355834989266545,0.4235743865194056,1.9368049857088745
24,13919.0,0.1428641731101222,1.4319293490873783,0.6744028295944571,0.4977940976678615,0.3255971704055429,0.6983584774188315,0.45946392024823396,1.0773230479738594,1.542650490842039,0.4994917715392061,0.342371718509347,0.39096657005842844,0.3590227300918483,0.17760768800683577,0.2424472735783435,0.1705245537913868,0.24753726389479477,0.02654229278631081,0.4289017720999208,2.6456862124136653
25,9087.0,0.3951132613101723,1.449605019006031,0.849808285794445,0.6339350294600212,0.15019171420555505,0.6898430861433431,0.6279021558872305,1.0351351737764687,1.500537143256049,0.5467887093475148,0.32490060353646555,0.49789140785120795,0.3712911186391815,0.1835418426716263,0.07444059267817202,0.2512977240448331,0.4834884594173979,0.07151164016206989,0.5916305861632453,1.5908865012947373
26,21012.0,0.02716650863792797,1.2972299263357248,0.49420231907237105,0.4021038273546902,0.505797680927629,0.770873366161612,0.35378502155172414,1.0586034322103761,1.3732520523850116,0.5702387339055794,0.3847551545723034,0.3158116074994583,0.26023116513228595,0.12938623292698936,1.0174361715485256,0.08273665102061337,0.0987308144406203,0.008856545123224946,0.35881584380331594,6.067127003383777
27,22151.0,0.11583766898371936,1.221599491637666,0.6682454446723785,0.5713315594011852,0.3317545553276216,0.8185988999221082,0.4434545854937839,1.084764817688468,1.3251481498346582,0.5706514254234955,0.4595366242019481,0.4487227574446909,0.20016105877752485,0.09974772341810027,0.43938840421075515,0.14332796175587845,0.2371556199806449,0.0287866058501664,0.48553107621933267,2.9381576540298093
28,17550.0,0.04937311536598572,1.6920909549784184,0.5318020666040423,0.41908314183796513,0.4681979333959577,0.5909847795461766,0.401969766376546,1.157881024194832,1.9592400079812229,0.4616492970553262,0.3282008219583979,0.3291471299103701,0.5259650156366454,0.25708305051824176,0.5481447654164615,0.10925600025991927,0.12423141293310634,0.009708312587135197,0.31258801161225575,4.500437494929611
29,20134.0,0.18930146632066766,1.1548353600416164,0.7094932694340687,0.6582423160006814,0.29050673056593135,0.865924299342517,0.41654253558424365,1.189672470706794,1.3738758360402799,0.5148403483309143,0.4287908053929679,0.5169823060574179,0.14395778839467915,0.07185484464976756,0.29399299231488824,0.17070027362652976,0.2967170318790217,0.03449955225302364,0.4650835448784064,2.298386229655518
30,9871.0,0.20328596566290227,1.2301928735954244,0.7191461460002914,0.6782625016544293,0.2808538539997086,0.812880664051767,0.5890321040696981,1.1509190713927444,1.4158524397124175,0.5592177632919129,0.3150283496314281,0.5327061231007475,0.207170964892426,0.10321657661129414,0.12519510875515907,0.17426289401847667,0.3226322787772144,0.041300571224284995,0.5120451230833487,2.2179221667786506
31,13757.0,0.20251061187150407,1.2780099023406206,0.706175247677224,0.6478579508569267,0.29382475232277605,0.78246655066486,0.5795837546343108,1.1659057857828372,1.4900391394266883,0.5300663909447105,0.35880067606810717,0.5088264447454645,0.24530410423566984,0.12204069089206752,0.18173581751679962,0.17796480526833877,0.31067072574378407,0.03701631810609991,0.47659872706034045,2.222163997506494
32,30618.0,0.06603516449632081,1.4507830143711034,0.6177716799160647,0.5077867867514158,0.38222832008393526,0.6892829527877314,0.4899193548387097,1.1408365901809665,1.6551063472075935,0.4960168134507607,0.4843068484946285,0.39881480971205363,0.3721034205907064,0.18393428211627252,0.8042204476280541,0.1147881512814713,0.16051103235830338,0.015655949387240787,0.3901526058917255,3.8914581833474715
33,20142.0,0.07718889752257216,1.5888919597747206,0.5937039438778517,0.49977382569059065,0.4062960561221482,0.6293694129724112,0.459233926128591,1.1973359384883564,1.902437445813469,0.4611703935295317,0.37131028269925076,0.39252144481150636,0.46303689265312314,0.22746872751922975,0.46983447239198983,0.12509524229170493,0.1640393933397765,0.014296496889572536,0.34861130850344113,3.5993375814709316
34,8280.0,0.18162731292352705,1.698255373173981,0.686851928660307,0.47097421247011495,0.3131480713396931,0.5888395913807912,0.4524590163934426,1.1556727659373014,1.9626274843838583,0.40323120149852826,0.23943839831608532,0.3699022814815878,0.5296014730318509,0.258780314167453,0.11588459704392874,0.19767062795646084,0.25307792454100253,0.022311133942666886,0.3526365878514567,2.346439824847361
35,9706.0,0.48280888989966164,1.3757833256363057,0.8508810379591479,0.6620147105652698,0.14911896204085212,0.7268586421757188,0.5849807135969142,1.0409625120811132,1.432138866733677,0.5639212972117855,0.34121948160278287,0.5199451378200562,0.31902326027786815,0.15817238953626367,0.07143956523458185,0.27183410053771795,0.5431081992980031,0.08295142073184315,0.6109384526992034,1.4391709064386466
36,17021.0,0.09318418353461015,1.0375104308335488,0.648493161123176,0.7705475888959381,0.351506838876824,0.9638457313596236,0.4458326785059458,1.292668618601281,1.3411571754100233,0.5584824563269997,0.3925726214098764,0.6051866611292018,0.03682402688764574,0.01840993315465049,0.3470856729821576,0.1106933412108463,0.20729251909623536,0.023897292106858366,0.4611317805591252,3.275886888674656
37,22212.0,0.14700159200947116,1.1228389401914922,0.6654682725148301,0.7064405407465283,0.33453172748516985,0.8905996792642915,0.4830795998260113,1.1397001022716025,1.2796996549707815,0.6418846153846154,0.48703031812119335,0.5548371032518236,0.11586024622901317,0.0578654074342595,0.3632266744261944,0.14520224770757653,0.28275366245260314,0.038445249829797405,0.5438691686087967,2.608188531488538
38,18956.0,0.1562120936205278,1.45682228935703,0.7191198786039453,0.4908821200249985,0.2808801213960546,0.6864255217026856,0.4388267703775725,1.0798195059604054,1.5731051247656147,0.4597941740798884,0.39584551938057255,0.3855379155122796,0.37625754953183477,0.1859403064421823,0.3201248908412971,0.17956382460037948,0.2564453124090217,0.026990420485946832,0.42099300209314044,2.5301290524531788
39,11441.0,0.27569699738125925,1.3427126975420365,0.7813289626442669,0.6165924738606806,0.21867103735573312,0.7447609617683628,0.5397971219627271,1.1055172758460656,1.4843920836305944,0.5071344462145875,0.3366514689919336,0.48427059653486765,0.2946919687748588,0.14628882914307376,0.12584214920063266,0.21284675611499826,0.37294912637321503,0.04703885642412557,0.5045069485112903,1.904513177309638
40,9307.0,0.10699061152323443,1.5156516236423045,0.6688465684513115,0.5265218920635164,0.3311534315486885,0.6597822246228802,0.4523670652279576,1.115152424606892,1.6901825829640884,0.4971773617264542,0.2781594286564173,0.41352932701523526,0.4158454611039388,0.2049773580714306,0.17415892613224446,0.14348772357119563,0.21283684796456986,0.022528630628384522,0.4233971860386651,3.057223330148074
41,15555.0,0.036285326062996906,1.7532396529670071,0.4939820254692115,0.32258956796504856,0.5060179745307886,0.5703726802594843,0.3532658066860465,1.0741505929215993,0.02237568692782106,1.73659849392701,0.5775775382332066,0.2533612542109254,0.5614653067873566,0.27358303232168124,0.639936910882706,0.10675555504638225,0.19907918659769167,0.05436088913506408,1.0922465590522843,5.249699989238291
42,13043.0,0.19660629248812117,1.2895617358583624,0.7775260804769002,0.7045614301444173,0.22247391952309986,0.7754572520208788,0.5494565675288566,1.115315169118115,1.4382677655171194,0.5721350613915416,0.38086013378601785,0.5533612532361049,0.2543024210043128,0.12647037698234634,0.16585489326688885,0.16814710778687342,0.333703322143615,0.04725243418274316,0.5664005246241721,2.255284282451194
43,29559.0,0.1892365272036784,1.1878521830865147,0.7320570607756699,0.6417139672943885,0.2679429392243301,0.841855589642139,0.5197095435684648,1.1238607675910548,1.3349804662683207,0.5450814692819633,0.5430227802079549,0.5040009713395028,0.17214678818766807,0.08586146017483781,0.4383558032586942,0.17285496797427358,0.3100706929974195,0.039383762056542274,0.5080617155503959,2.298780557251556
44,22827.0,0.22447650898431804,1.0971690203132047,0.6763154776013274,0.6748182030232719,0.3236845223986727,0.9114365986332112,0.4134127789046653,1.1504569996733618,1.2622457792440913,0.5920884132970792,0.47803794211209144,0.5300009772816441,0.09273324445958063,0.0463334234732749,0.3104529481194681,0.1835871088699555,0.3383050288537992,0.04312156057875524,0.5098542073093512,2.1106418745145152
45,23832.0,0.21084148835002467,1.0907112553120568,0.6961906987613928,0.6699980271802566,0.30380930123860717,0.9168329336749129,0.4904712903889689,1.1791011457714184,1.2860588908442283,0.5436671166521083,0.47487673215695053,0.5262152200272872,0.08683001124657638,0.04338774906462026,0.33780579909251696,0.17856297046963762,0.31875994059163437,0.03840388380597752,0.4819160617823934,2.177819907378108
46,20244.0,0.17849374070050958,1.6157400798897117,0.7035762694192472,0.5122212523645815,0.2964237305807528,0.6189114279248793,0.5147215865751334,1.1501342627184596,1.8583180255286187,0.43225418763614504,0.3923226344483431,0.40229763086028314,0.47979310551009174,0.23539803691644828,0.299673859345372,0.18790261584049595,0.26290070519735736,0.025450262765809972,0.38722243436668863,2.366946841821141
47,7815.0,0.22871752522393446,1.349583886033799,0.7807192807192808,0.6389554671166501,0.2192807192807193,0.7409691315586411,0.6395253682487725,1.1101640928134155,1.4982595705143162,0.5215443130307926,0.2820509423308366,0.5018344503661757,0.2997963123693602,0.14878544584501383,0.08866834090958327,0.19044279806315126,0.3443482184692875,0.044630739906013565,0.5184372970408637,2.090981923640159
48,13317.0,0.22920686828649317,1.643406659607883,0.7406562847608453,0.47315202339513707,0.2593437152391546,0.6084921185840881,0.5351846642285898,1.1079850001692573,1.8208699280237985,0.4087013843111404,0.3174567857733422,0.37161273018232716,0.4967713188420707,0.24340055937640873,0.1740422863801237,0.22154583515748708,0.2972215423523634,0.028638695500734977,0.3854188397526462,2.0887486698736097
49,9848.0,0.2614746708653525,1.3126745229838537,0.6484066368185409,0.525545712886703,0.35159336318145906,0.7618034649799479,0.5018089171974522,1.1653293229999613,1.5296981131880714,0.4687654320987654,0.27355555555555555,0.41276263768261917,0.27206667653638916,0.13520040104062522,0.12117178534480612,0.22452240778152716,0.3181056527992606,0.030776876632738082,0.387001945572589,1.955623230377268
50,15023.0,0.11896807442285133,1.1625026235026363,0.5900396685126271,0.611136748272943,0.4099603314873728,0.860213112454737,0.37617688301282054,1.1801012699100395,1.3718708222692135,0.5841286592640176,0.3597851221932354,0.4799856796782581,0.15057511525328918,0.07514563068572302,0.28591826496050904,0.14044172137645114,0.22848891636291246,0.025067151759387094,0.438833570720298,2.899244112087697
51,18534.0,0.11153978922756545,1.314673940228533,0.557799380022271,0.5233851800042401,0.44220061997772897,0.7606448788557926,0.4534977611392498,1.2998449644445875,1.7088723010925833,0.4361643475977946,0.33575205451462276,0.41106575912477306,0.27358868068516884,0.13594741564225005,0.3769751959658506,0.14694483531247468,0.18588059939285842,0.014395023622714349,0.3097692533751838,2.9942295373495336
52,19502.0,0.29170160217728813,1.2497629331396032,0.7174600838790376,0.5735175185806104,0.2825399161209624,0.8001517515708687,0.5121861540077739,1.09955336221088,1.3741810351001817,0.5192855095997707,0.42619814423885183,0.4504396057694733,0.22295387983939532,0.11101744519857139,0.23429352446716947,0.22701062814204304,0.37198586757145957,0.04411441412450112,0.4743665603481736,1.851529315798967
53,15885.0,0.11730264686922516,1.404828207689628,0.6328937407864855,0.5519807885785813,0.3671062592135145,0.7118308092948917,0.4999685257459398,1.1043798897191452,1.5514640210826156,0.5616245245021257,0.37570938720495467,0.433524697580293,0.33991502320283923,0.1683397618154835,0.29525850187936054,0.14673781635496708,0.23040791688105608,0.026069001034353393,0.45257127250208234,2.919752870508638
54,19495.0,0.10294959492238026,1.1610126187681364,0.6523339467960515,0.6927865140251611,0.34766605320394844,0.8613170811709395,0.45944098793363497,1.1866488616417115,1.3777143024128713,0.5923451993974471,0.43396434647529963,0.5441132557418821,0.1492925715353591,0.07450794936122122,0.3793405819700377,0.12270513451564956,0.22505559107076237,0.027681191918812503,0.4919885222510901,3.116647453961884
55,14463.0,0.11717229612674905,1.631086306582398,0.6649349455197462,0.4386024646025505,0.33506505448025375,0.6130883423914532,0.41560344827586204,1.1340181638733924,1.849681498509604,0.4028485174004038,0.3112143838241632,0.3444775701604375,0.48924623859838845,0.23985769870169565,0.28380462687299135,0.1645231680567063,0.1999069961055719,0.01704508016352475,0.3410602029060185,2.9213764887895146
56,34957.0,0.21503225594446107,1.2134192268243673,0.7487202553063891,0.6647795491661033,0.2512797446936109,0.8241174837958473,0.5593925525275639,1.1417121985245604,1.3853755331896207,0.5349764531985839,0.591649097446631,0.5221166369792412,0.1934421818137153,0.0964206076453776,0.4743590642570459,0.18103523395442314,0.33115703817191094,0.04222195771302247,0.5099931796237908,2.1564937032958644
57,18155.0,0.17401155798925091,1.6488287815904767,0.7366904723259211,0.5208679779938821,0.2633095276740789,0.6064911112452743,0.5744344249327638,1.047679928833553,1.7274448205554247,0.505912300870422,0.41129012003539,0.40908875328893746,0.5000652065252578,0.24494930970996565,0.26631080549888664,0.1839820042819549,0.28735863573563747,0.034090602173947646,0.4745373611156774,2.3972368902484447
58,27371.0,0.04496984474237845,1.2562768164338476,0.6244667016495175,0.5651661761316552,0.37553329835048255,0.79600290868908,0.4608533135775862,1.1962797280029271,1.5028584882598663,0.49669669669669664,0.4606972451281316,0.44388047674816083,0.2281524390124204,0.1135839426116629,0.8792855951927908,0.08978891842113591,0.13326497802319362,0.013157298163068957,0.3949214072065968,4.7156254827110695
59,33200.0,0.017310574895527387,1.4796072057670009,0.596382187572976,0.4207296841781015,0.403617812427024,0.6758550486252995,0.506591796875,1.1244695993357203,0.019246349781930093,1.7129427742693129,0.9208158903342328,0.33044032124026945,0.3917766510420274,0.19342063720880628,1.8752301111665284,0.06456606155221092,0.15005295900103788,0.04879352671999694,1.3007014868573021,7.6005365941540735
60,6248.0,0.24191726378694037,1.5550982432917244,0.7332472714470133,0.5614534328677504,0.26675272855298676,0.6430461897270677,0.5737373737373738,1.0581933452144618,1.645594612206003,0.5370603806882642,0.24801463016421987,0.4409644950075237,0.44153872260122984,0.2172512328044941,0.0662458802547279,0.20894245220529525,0.34827738556102383,0.043656505938457636,0.501399261030209,2.033136649807591
